Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,69.1,58.7,78.3,58.7 - 78.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,44.4,40.4,48.4,40.4 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,30.8,30.1,31.4,30.1 - 31.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,59.0,54.8,63.1,54.8 - 63.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,36.4,33.9,39.0,33.9 - 39.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,32.6,31.9,33.4,31.9 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,34.3,32.4,36.3,32.4 - 36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,25.7,22.2,29.5,22.2 - 29.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,44.5,41.5,47.6,41.5 - 47.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,39.0,34.8,43.4,34.8 - 43.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,38.0,36.5,39.5,36.5 - 39.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,38.3,37.4,39.3,37.4 - 39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,24.7,24.0,25.5,24.0 - 25.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,62.7,60.8,64.5,60.8 - 64.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,12/19/2022,27.8,27.1,28.4,27.1 - 28.4
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,22.2,21.5,22.8,21.5 - 22.8
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,34.0,31.6,36.3,31.6 - 36.3
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,25.1,23.6,26.7,23.6 - 26.7
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,22.5,21.1,24.0,21.1 - 24.0
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,22.3,20.8,23.9,20.8 - 23.9
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,16.8,15.5,18.1,15.5 - 18.1
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,11.5,10.2,12.9,10.2 - 12.9
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,10.7,7.7,14.3,7.7 - 14.3
Symptoms of Depressive Disorder,By Sex,United States,Male,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,21.8,20.7,22.9,20.7 - 22.9
Symptoms of Depressive Disorder,By Sex,United States,Female,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,22.5,21.8,23.2,21.8 - 23.2
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,21.4,20.3,22.5,20.3 - 22.5
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,22.0,21.4,22.7,21.4 - 22.7
Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,49.6,39.5,59.8,39.5 - 59.8
Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,30.2,26.0,34.7,26.0 - 34.7
Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,19.9,19.3,20.6,19.3 - 20.6
Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,44.5,40.3,48.8,40.3 - 48.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,28.1,26.3,29.9,26.3 - 29.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,20.9,20.3,21.5,20.3 - 21.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,21.7,19.8,23.8,19.8 - 23.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,18.0,14.6,21.8,14.6 - 21.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,25.1,22.4,28.1,22.4 - 28.1
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,29.9,25.7,34.4,25.7 - 34.4
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,26.5,24.9,28.0,24.9 - 28.0
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,25.9,24.7,27.1,24.7 - 27.1
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,14.0,13.3,14.6,13.3 - 14.6
Symptoms of Depressive Disorder,By Disability status,United States,With disability,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,49.9,47.9,52.0,47.9 - 52.0
Symptoms of Depressive Disorder,By Disability status,United States,Without disability,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,16.6,16.0,17.3,16.0 - 17.3
Symptoms of Anxiety Disorder,National Estimate,United States,United States,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,27.7,27.1,28.4,27.1 - 28.4
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,39.0,36.7,41.3,36.7 - 41.3
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,31.8,30.4,33.3,30.4 - 33.3
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,30.3,28.6,32.0,28.6 - 32.0
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,27.0,25.6,28.5,25.6 - 28.5
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,21.7,20.7,22.8,20.7 - 22.8
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,15.4,14.0,17.0,14.0 - 17.0
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,13.5,10.5,17.0,10.5 - 17.0
Symptoms of Anxiety Disorder,By Sex,United States,Male,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,24.3,23.1,25.4,23.1 - 25.4
Symptoms of Anxiety Disorder,By Sex,United States,Female,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,31.0,30.2,31.8,30.2 - 31.8
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,23.9,22.8,25.1,22.8 - 25.1
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,30.5,29.8,31.3,29.8 - 31.3
Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,54.6,44.4,64.7,44.4 - 64.7
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,32.2,28.1,36.6,28.1 - 36.6
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,25.4,24.8,26.1,24.8 - 26.1
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,51.9,47.3,56.4,47.3 - 56.4
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,31.6,29.1,34.1,29.1 - 34.1
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,27.1,26.4,27.7,26.4 - 27.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,26.8,24.6,29.1,24.6 - 29.1
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,21.0,17.9,24.5,17.9 - 24.5
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,33.7,30.8,36.7,30.8 - 36.7
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,32.5,28.2,36.9,28.2 - 36.9
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,30.1,28.5,31.8,28.5 - 31.8
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,32.2,30.8,33.6,30.8 - 33.6
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,21.0,20.3,21.8,20.3 - 21.8
Symptoms of Anxiety Disorder,By Disability status,United States,With disability,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,54.0,52.0,56.0,52.0 - 56.0
Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,22.5,21.8,23.3,21.8 - 23.3
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,32.3,31.7,33.0,31.7 - 33.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,47.3,45.2,49.4,45.2 - 49.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,36.1,34.6,37.6,34.6 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,34.3,32.6,36.0,32.6 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,31.7,30.2,33.2,30.2 - 33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,25.1,23.9,26.4,23.9 - 26.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,18.9,17.2,20.6,17.2 - 20.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,15.8,12.4,19.6,12.4 - 19.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,29.8,28.6,31.0,28.6 - 31.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,34.8,34.0,35.6,34.0 - 35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,29.3,28.1,30.6,28.1 - 30.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,34.3,33.6,35.1,33.6 - 35.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,60.1,49.5,70.0,49.5 - 70.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,40.2,36.4,44.1,36.4 - 44.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,29.7,29.1,30.3,29.1 - 30.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,58.8,54.4,63.0,54.4 - 63.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,38.5,36.3,40.7,36.3 - 40.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,31.1,30.4,31.8,30.4 - 31.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,31.6,29.3,33.8,29.3 - 33.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,25.2,21.7,29.0,21.7 - 29.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,38.1,35.2,41.1,35.2 - 41.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,39.6,34.6,44.8,34.6 - 44.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,36.1,34.5,37.6,34.5 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,36.9,35.6,38.3,35.6 - 38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,24.0,23.1,24.8,23.1 - 24.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,62.9,61.1,64.6,61.1 - 64.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,01/16/2023,26.3,25.6,27.1,25.6 - 27.1
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,21.7,21.1,22.3,21.1 - 22.3
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,33.8,31.6,36.1,31.6 - 36.1
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,26.4,25.0,27.8,25.0 - 27.8
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,21.5,20.3,22.9,20.3 - 22.9
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,20.1,19.0,21.3,19.0 - 21.3
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,16.0,14.9,17.2,14.9 - 17.2
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,11.8,10.6,13.0,10.6 - 13.0
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,11.5,8.7,14.8,8.7 - 14.8
Symptoms of Depressive Disorder,By Sex,United States,Male,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,19.6,18.6,20.6,18.6 - 20.6
Symptoms of Depressive Disorder,By Sex,United States,Female,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,23.6,22.9,24.3,22.9 - 24.3
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,19.2,18.2,20.3,18.2 - 20.3
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,22.9,22.2,23.6,22.2 - 23.6
Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,57.8,48.4,66.9,48.4 - 66.9
Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,28.6,25.5,31.8,25.5 - 31.8
Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,19.4,18.8,20.1,18.8 - 20.1
Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,43.1,39.1,47.1,39.1 - 47.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,24.4,22.1,26.8,22.1 - 26.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,20.9,20.1,21.7,20.1 - 21.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,23.6,21.6,25.7,21.6 - 25.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,13.8,11.5,16.3,11.5 - 16.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,28.6,25.9,31.4,25.9 - 31.4
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,27.7,24.6,31.0,24.6 - 31.0
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,25.0,23.6,26.4,23.6 - 26.4
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,25.6,24.5,26.7,24.5 - 26.7
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,14.4,13.8,15.0,13.8 - 15.0
Symptoms of Depressive Disorder,By Disability status,United States,With disability,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,47.7,45.7,49.8,45.7 - 49.8
Symptoms of Depressive Disorder,By Disability status,United States,Without disability,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,16.9,16.3,17.5,16.3 - 17.5
Symptoms of Anxiety Disorder,National Estimate,United States,United States,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,28.2,27.6,28.8,27.6 - 28.8
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,41.9,39.5,44.3,39.5 - 44.3
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,34.6,33.2,36.1,33.2 - 36.1
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,29.3,27.8,30.8,27.8 - 30.8
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,26.0,24.6,27.5,24.6 - 27.5
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,21.4,19.8,23.0,19.8 - 23.0
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,15.4,14.0,16.8,14.0 - 16.8
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,14.2,11.2,17.6,11.2 - 17.6
Symptoms of Anxiety Disorder,By Sex,United States,Male,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,23.7,22.8,24.7,22.8 - 24.7
Symptoms of Anxiety Disorder,By Sex,United States,Female,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,32.4,31.6,33.3,31.6 - 33.3
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,23.2,22.3,24.2,22.3 - 24.2
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,31.7,30.9,32.5,30.9 - 32.5
Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,63.3,54.5,71.5,54.5 - 71.5
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,37.5,33.2,41.9,33.2 - 41.9
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,25.6,25.0,26.2,25.0 - 26.2
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,53.4,49.1,57.6,49.1 - 57.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,31.2,28.4,34.0,28.4 - 34.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,27.8,27.1,28.6,27.1 - 28.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,27.4,25.1,29.7,25.1 - 29.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,02/13/2023,19.8,17.4,22.4,17.4 - 22.4
